"Deployment","Year","Lured","DateTime","Series","Photos","Species","Sex","Age","Individuals","Duration","DeploymentYear"
"ABMI-0788-NW_HF2",2019,"n",2019-03-14 07:37:00,4229,6,"White-tailed Deer","Unkn","Adult",1,72.8101840888544,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-15 14:29:09,4230,10,"White-tailed Deer","Unkn","Adult",1,108.268515067432,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-16 10:14:32,4231,12,"White-tailed Deer","Unkn","Adult",1.91666666666667,135.259645640507,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-16 10:23:58,4232,15,"White-tailed Deer","Unkn","Adult",1,151.37372523794,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-18 08:46:21,4233,14,"White-tailed Deer","Unkn","Adult",1.42857142857143,147.671429970549,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-18 08:53:44,4234,5,"White-tailed Deer","Unkn","Adult",1,16.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-18 09:01:14,4235,9,"White-tailed Deer","Unkn","Adult",1,54.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-18 09:13:08,4236,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-18 09:13:35,4237,9,"White-tailed Deer","Unkn","Adult",1,38.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-19 08:40:53,4238,4,"White-tailed Deer","Unkn","Adult",1,64.2960965129051,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-19 08:50:14,4239,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-20 06:26:55,4240,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-21 02:19:18,4241,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-21 02:26:09,4242,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-21 06:36:04,4243,64,"White-tailed Deer","Unkn","Adult",1,522.195094721481,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-21 06:56:21,4244,12,"White-tailed Deer","Unkn","Adult",1.58333333333333,90.2243236647672,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-21 13:59:00,4245,34,"White-tailed Deer","Unkn","Adult",1,209.727898128103,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-21 14:07:33,4246,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-22 11:06:26,4247,8,"White-tailed Deer","Unkn","Adult",1.75,43.8228644219809,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-22 11:19:06,4248,12,"White-tailed Deer","Unkn","Adult",1,112.047857700511,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-22 13:11:10,4249,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-22 13:33:57,4250,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-22 13:36:21,4251,29,"White-tailed Deer","Unkn","Adult",1,276.175657706993,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-23 06:51:31,4252,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-23 08:02:01,4253,5,"White-tailed Deer","Unkn","Adult",1.2,66.6977759451965,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-23 08:08:33,4254,10,"White-tailed Deer","Unkn","Adult",1,63.8202615901852,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-25 11:21:40,4255,3,"White-tailed Deer","Unkn","Adult",1,19.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-25 11:25:05,4256,3,"White-tailed Deer","Unkn","Adult",1,55.2909886765421,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-25 12:44:20,4257,29,"White-tailed Deer","Unkn","Adult",1,224.077755823223,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-25 13:47:00,4258,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-25 13:52:27,4259,2,"White-tailed Deer","Unkn","Adult",1,15.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-25 14:37:41,4260,2,"White-tailed Deer","Unkn","Adult",1,16.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-26 03:17:36,4261,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-26 03:17:41,4262,12,"White-tailed Deer","Unkn","Adult",1,26.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-26 03:29:40,4263,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-26 03:34:23,4264,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-26 04:21:50,4265,5,"White-tailed Deer","Unkn","Adult",1,88.5162751448534,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-26 04:28:45,4266,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-26 04:45:04,4267,2,"White-tailed Deer","Unkn","Adult",1,16.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-27 08:19:21,4268,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-27 08:21:38,4269,37,"White-tailed Deer","Unkn","Adult",1,252.338272770092,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-27 15:34:44,4270,6,"White-tailed Deer","Unkn","Adult",2.33333333333333,98.3135882780055,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-27 15:45:03,4271,3,"White-tailed Deer","Unkn","Adult",1,7.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-28 07:24:05,4272,12,"White-tailed Deer","Unkn","Adult",1,61.4064572443223,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-28 10:55:33,4273,14,"White-tailed Deer","Unkn","Adult",1.64285714285714,64.2902591801426,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-03-28 16:16:56,4274,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-01 11:43:02,4275,4,"White-tailed Deer","Unkn","Adult",1,60.0435929090183,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-01 12:26:09,4276,4,"White-tailed Deer","Unkn","Adult",1,15.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-02 02:47:01,4277,21,"White-tailed Deer","Unkn","Adult",1,98.5634715229496,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-02 06:45:33,4278,6,"White-tailed Deer","Unkn","Adult",1.33333333333333,45.4250331507081,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-04 09:49:00,4279,2,"White-tailed Deer","Unkn","Adult",1,23.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-07 10:24:13,4280,6,"White-tailed Deer","Unkn","Adult",1,17.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-07 10:39:14,4281,2,"White-tailed Deer","Unkn","Adult",1,6.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-07 10:43:40,4282,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-08 00:16:24,4283,9,"White-tailed Deer","Unkn","Adult",1,38.879631933478,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-09 11:57:04,4284,2,"White-tailed Deer","Unkn","Adult",1,16.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-10 10:47:57,4285,4,"White-tailed Deer","Unkn","Adult",1.75,28.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-11 08:01:31,4286,3,"White-tailed Deer","Unkn","Adult",1.66666666666667,20.8981623289019,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-11 13:36:41,4287,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-14 07:21:05,4288,2,"White-tailed Deer","Unkn","Adult",1,6.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-14 14:29:39,4289,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-16 08:16:58,4290,5,"White-tailed Deer","Unkn","Adult",1,15.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-17 10:31:27,4291,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-18 11:28:14,4292,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-23 01:03:15,4293,4,"White-tailed Deer","Unkn","Adult",1,23.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-24 06:45:43,4294,16,"White-tailed Deer","Unkn","Adult",1,104.59622778149,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-24 12:35:08,4295,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-04-27 06:53:52,4296,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-15 11:33:27,4297,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-17 06:14:05,4298,2,"White-tailed Deer","Unkn","Adult",1,30.0934744362872,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-18 07:35:04,4299,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-19 06:01:12,4300,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-22 07:01:22,4301,2,"White-tailed Deer","Unkn","Adult",1,21.3718842777716,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-24 06:51:19,4302,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-24 06:52:27,4303,2,"White-tailed Deer","Male","Adult",1,6.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-25 20:02:28,4304,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-25 20:07:06,4305,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-26 08:01:39,4306,7,"White-tailed Deer","Unkn","Adult",1,43.1722481605602,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-26 12:57:14,4307,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-26 15:13:12,4308,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-29 04:53:33,4309,5,"White-tailed Deer","Unkn","Adult",1.6,18.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-30 10:09:19,4310,2,"White-tailed Deer","Unkn","Adult",1,6.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-31 06:10:55,4311,9,"White-tailed Deer","Male","Adult",1,39.6125475054043,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-05-31 11:10:52,4312,2,"White-tailed Deer","Unkn","Adult",1,5.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-08 09:53:45,4313,3,"White-tailed Deer","Unkn","Adult",1,22.3718842777716,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-08 10:26:27,4314,5,"White-tailed Deer","Unkn","Adult",1,20.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-09 08:23:19,4315,2,"White-tailed Deer","Unkn","Adult",1,8.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-09 19:39:59,4316,3,"White-tailed Deer","Male","Adult",1,11.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-14 17:29:14,4317,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-16 12:19:00,4318,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-19 01:57:47,4319,6,"White-tailed Deer","Unkn","Adult",1,14.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-19 10:23:20,4320,3,"White-tailed Deer","Male","Adult",1,8.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-22 18:57:30,4321,6,"White-tailed Deer","Unkn","Adult",1,17.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-25 18:14:41,4322,3,"White-tailed Deer","Unkn","Adult",1,9.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-27 06:32:03,4323,13,"White-tailed Deer","Female","Adult",1,30.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-27 21:31:38,4324,3,"White-tailed Deer","Unkn","Adult",1,7.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-NW_HF2",2019,"n",2019-06-29 18:41:01,4325,2,"White-tailed Deer","Male","Adult",1,8.954331846,"ABMI-0788-NW_HF2_2019"
"ABMI-0788-SE",2019,"n",2019-04-28 21:01:24,4326,15,"Black Bear","Unkn","Adult",1,41.181914064,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-05-15 22:00:51,4327,1,"Black Bear","Unkn","Adult",1,6.181914064,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-05-22 09:44:15,4328,4,"Black Bear","Unkn","Adult",1,12.181914064,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-05-23 22:05:09,4329,1,"Black Bear","Unkn","Adult",1,6.181914064,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-06-07 10:38:34,4330,4,"Black Bear","Unkn","Adult",1,18.181914064,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-06-07 10:39:07,4331,17,"Black Bear","Unkn","Adult",1,88.7065941166179,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-06-07 12:09:53,4332,2,"Black Bear","Unkn","Adult",1,7.181914064,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-20 00:11:55,4333,19,"Coyote","Unkn","Adult",1,79.644688645,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-04 19:43:07,4334,2,"Deer","Unkn","Adult",1.5,13.271557895,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-14 07:44:31,4335,4,"Gray Wolf","Unkn","Adult",1.75,25.945239617,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-15 09:00:50,4336,2,"Gray Wolf","Unkn","Adult",1,6.945239617,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-15 09:04:28,4337,2,"Gray Wolf","Unkn","Adult",1,7.945239617,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-27 02:42:39,4338,2,"Gray Wolf","Unkn","Adult",1,7.945239617,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-27 02:42:51,4339,5,"Gray Wolf","Unkn","Adult",1,37.3466201308388,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-27 02:43:40,4340,11,"Gray Wolf","Unkn","Adult",1,22.945239617,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-27 02:45:11,4341,12,"Gray Wolf","Unkn","Adult",1,37.8868124779907,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-11 22:14:12,4342,1,"Gray Wolf","Unkn","Adult",1,5.945239617,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-05 10:56:23,4343,2,"White-tailed Deer","Male","Adult",1,5.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-15 11:13:49,4344,17,"White-tailed Deer","Unkn","Adult",1.23529411764706,35.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-16 13:00:42,4345,5,"White-tailed Deer","Unkn","Adult",1,10.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-18 07:59:49,4346,13,"White-tailed Deer","Unkn","Adult",1.15384615384615,31.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-18 08:00:26,4347,5,"White-tailed Deer","Unkn","Adult",1,9.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-18 11:11:08,4348,29,"White-tailed Deer","Unkn","Adult",1.37931034482759,71.2503629394224,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-19 08:53:34,4349,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-19 12:49:28,4350,10,"White-tailed Deer","Unkn","Adult",1,17.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-20 09:46:21,4351,8,"White-tailed Deer","Unkn","Adult",1.5,36.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-20 10:44:29,4352,7,"White-tailed Deer","Unkn","Adult",1,37.4250331507081,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-29 11:18:51,4353,4,"White-tailed Deer","Unkn","Adult",1,27.178675349718,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2018-12-29 22:56:41,4354,8,"White-tailed Deer","Male","Adult",1,18.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-01-11 10:24:54,4355,15,"White-tailed Deer","Unkn","Adult",2.06666666666667,39.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-01-21 06:50:02,4356,8,"White-tailed Deer","Unkn","Adult",1,17.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-01-21 14:24:32,4357,7,"White-tailed Deer","Unkn","Adult",1,47.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-02-25 12:16:27,4358,3,"White-tailed Deer","Unkn","Adult",1,11.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-12 13:19:52,4359,2,"White-tailed Deer","Unkn","Adult",1,7.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-16 15:38:00,4360,4,"White-tailed Deer","Unkn","Adult",1,30.7256398333738,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-19 14:03:03,4361,5,"White-tailed Deer","Unkn","Adult",1,12.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-24 10:38:30,4362,6,"White-tailed Deer","Unkn","Adult",1,15.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-29 09:55:16,4363,17,"White-tailed Deer","Unkn","Adult",1.41176470588235,80.8020917040305,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-29 10:23:41,4364,6,"White-tailed Deer","Unkn","Adult",1,13.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-30 09:04:53,4365,20,"White-tailed Deer","Unkn","Adult",1.5,91.4304111850036,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-03-31 05:03:06,4366,8,"White-tailed Deer","Unkn","Adult",1.625,29.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-02 07:37:49,4367,2,"White-tailed Deer","Unkn","Adult",1.5,29.1906657109481,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-02 13:15:28,4368,1,"White-tailed Deer","Unkn","Adult",2,4.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-04 13:00:03,4369,8,"White-tailed Deer","Unkn","Adult",1,31.3718842777716,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-05 13:10:09,4370,12,"White-tailed Deer","Unkn","Adult",1.08333333333333,25.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-05 13:10:43,4371,3,"White-tailed Deer","Unkn","Adult",1,8.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-07 04:15:18,4372,7,"White-tailed Deer","Unkn","Adult",1,12.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-07 14:46:26,4373,19,"White-tailed Deer","Unkn","Adult",2.10526315789474,57.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-09 09:15:47,4374,6,"White-tailed Deer","Unkn","Adult",1,14.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-09 09:32:43,4375,6,"White-tailed Deer","Unkn","Adult",1,16.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-09 09:33:04,4376,9,"White-tailed Deer","Unkn","Adult",1.55555555555556,19.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-09 12:06:38,4377,19,"White-tailed Deer","Unkn","Adult",1.10526315789474,62.8189291206916,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-12 09:17:46,4378,36,"White-tailed Deer","Unkn","Adult",1.19444444444444,189.913143568865,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-15 10:43:13,4379,9,"White-tailed Deer","Unkn","Adult",1.55555555555556,32.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-16 11:40:56,4380,6,"White-tailed Deer","Unkn","Adult",1,27.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-17 10:39:10,4381,14,"White-tailed Deer","Unkn","Adult",1.14285714285714,29.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-18 08:37:43,4382,7,"White-tailed Deer","Unkn","Adult",1.85714285714286,19.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-18 10:36:19,4383,3,"White-tailed Deer","Male","Adult",1,21.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-21 09:07:41,4384,8,"White-tailed Deer","Unkn","Adult",1,19.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-21 09:10:14,4385,8,"White-tailed Deer","Unkn","Adult",1,17.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-24 04:33:38,4386,7,"White-tailed Deer","Unkn","Adult",1,40.2902591801426,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-26 14:41:02,4387,3,"White-tailed Deer","Unkn","Adult",1,8.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-28 11:18:11,4388,13,"White-tailed Deer","Unkn","Adult",1.23076923076923,26.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-04-29 07:26:17,4389,7,"White-tailed Deer","Unkn","Adult",1.85714285714286,14.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-05-04 15:49:11,4390,2,"White-tailed Deer","Unkn","Adult",1,8.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-05-04 15:53:14,4391,10,"White-tailed Deer","Unkn","Adult",1,37.954331846,"ABMI-0788-SE_2019"
"ABMI-0788-SE",2019,"n",2019-05-04 17:55:04,4392,4,"White-tailed Deer","Unkn","Adult",1,10.954331846,"ABMI-0788-SE_2019"
